CommandName,CenterName,Date,Cause,Location,Overview,total.Humi,total.temp,total.wind,total.rain,total.dew,total.snow
경기도소방재난본부,특수대응단,2013010112,개인질환,정상,"본부상황실로부터 남양주시 예봉산 가슴통증 환자 발생 출동지령접보후 특수대응단 헬기 즉시 출동에 임함./n 현장 상공도착한바 정상부 짙은 구름 축적으로 구름이 사라질때까지 약 40분간 공중대기및 접근 시도하였으나, 시계확보 불량 및 연료 소진으로 일단  연료보충 및 관할구조대 도착후 재출동 위해 귀대에 임함.",83,-3.1,1.9,0,-6.6,9.9
경기도소방재난본부,특수대응단,2013010114,개인질환,정상,"본부상황실로부터 예봉산 정상 재출동 지령 접보후 특수대응단 구급헬기 즉시 출동에 임함./n 현장도착한바 일기상 시야 확보가 양호해진 상태,/n 환자 1명 심정지상태로 관할 구조구급대 도착하여 들것결착및 심폐소생술 시행중~ 특수대응단 헬기는 상공에서 호이스트를 이용한 들것 구조후 아주대학병원 응급실 이송도중 헬기내에서 지속적인 심페소생술 시행하며 아주대학병원 응급실에 환자 인계후 인원,장비 이상없이 귀대하.",65,-0.7,2.3,0,-6.3,9.6
경기도소방재난본부,특수대응단,2013010317,일반조난,정상,"본부상황실로부터 북한산 염초봉부근 저체온증환자 발생 출동지령 접보후 특수대응단 헬기 즉시 출동에 임함./n 현장도착한바 관할 구조대는 등반중으로 특수대응단은 요구조자 발견하여 선투입에 임함/n 요구조자 벨트를 이용하여 안전구조후 보온조치에 임하며, 인근 56사 헬기장에 대기중인 고양구조구급차에 인계후 인원,장비 이상없이 귀대함./n - 요구조자: 박성길/남/40세/전신저체온/응급",38,-10.25,1.05,0,-21.5,9.2
경기도소방재난본부,특수대응단,2013011210,실족추락,산기타,본부 상황실로부터 의정부 도봉산 산악구조 접보즉시 이륙준비 후 이륙하여 현장으로 출동함./n현장 도착한바 의정부 구조구급대 선조착하여 요구조자 응급처치 및 산악용들것에 결착 완료하여 이송준비 완료함. 호이스트 이용하여 안전하게 인양 후 보온조치 하며 북부청사 잔듸광장에 대기중인 금오급차에 인계 후 안전하게 귀대함.,72,-0.9,2.05,0,-5.4,6.1
경기도소방재난본부,특수대응단,2013011315,일반조난,능선,"본부 상황실 근무자로부터 과천시 관악산 등산 중 저체온증 호소 요구조자 발생 산악 구조출동 유선 접보 후 헬기 출동하여 현장 도착 확인한바 선착한 과천구조,구급대가 응급처치 및 산악용 들것에 결착시켜 놓은 상태. 특수대응단은 헬기 호이스트를 이용 안전하게 인양 구조 완료 함.",31,2.35,1.5,0,-12.3,3.5
경기도소방재난본부,특수대응단,2013011914,실족추락,능선,"본부 상황실 근무자로부터 고양시 북한산 등산 중 출락사고에 의한 안면부 열상 및 치아 5개 손상 요구조자 발생 산악 구조출동 유선 접보 후 헬기 출동하여 현장 도착 확인한바 선착한 고양구조구급대가 현장 응급처치 및 산악용 들것에 결착시켜 놓은 상태. 특수대응단은 헬기 호이스트를 이용 안전하게 인양 구조 완료 후 인원, 장비 이상없이 귀대함.",46,4.4,1.8,0,-6.8,2.5
경기도소방재난본부,특수대응단,2013011917,일반조난,능선,"본부 상황실 근무자로부터 포천시 국망봉 등산 중 저체온증 요구조자 발생 산악구조출동 유선 접보 후 헬기 출동하여 포천 군 항공대에서 관할구조대원 1명 동승. 현장 선착하여 구조대원 1명 호이스트 하강 확인한바 요구조자는 저체온증에 의한 전신무기력 증세를 보이고 있었으며, 동행한 요구조자는 안전한 상태. 구조대원은 저체온증세를 보이는 요구조자를 업어서 헬기장으로 이동조치 후 요구조자 밸트를 착용시켜 2명 모두 호이스트 인양 구조 완료 후 귀대함.",49,2.9,1.05,0,-6.6,2.3
경기도소방재난본부,특수대응단,2013012012,실족추락,산기타,본부 상황실로부터 남양주 백봉산 산악구조 접보즉시 이륙준비 완료 후 이륙하여 현장으로 출동함. 현장도착한바 남양주 와부 구조대 선착하여 요구조자 응급처치 및 이송준비중으로 공중대기함. 이송준비 완료하여 안전아게 인양하여 덕소 군비행장에 대기중인 남양주 구조구급대에 인계 후 안전하게 귀대함.,55,1.7,2.6,0,-6.3,2.2
경기도소방재난본부,특수대응단,2013012212,실족추락,능선,안양 삼성산 산악구조 접보즉시 특수대응단 헬기 현장출동함. 현장도착 확인한바 안양구조대가 선착하여 왼쪽발목부상 요구조자1명 응급처치 및 들것결착 완료한 상태. 특수대응단은 헬기 호이스트이용 안전하게 구조하여 과천정부청사에서 과천구급대에 환자인계후 귀대함.,70,4.4,1.35,0,-0.2,0
경기도소방재난본부,특수대응단,2013012617,일반조난,계곡,가평 명지산 고립환자 접보즉시 특수대응단 헬기 현장출동준비중 포천명성산 추락환자 접보 하여 아구스타헬기 출동관계로 잠시 대기후 현장출동함. 현장도착확인한바 특수대응단 선착한 상황으로 길을잃고 고립된 요구조자를 수색도중 발견하여 구조대원 하강하여 안전벨트이용 안전하게 구조하여 청평국군병원에서 청평구급대에 환자인계후 귀대함.,33,-6.45,2.2,0,-19.6,0
경기도소방재난본부,특수대응단,2013012712,일반조난,능선,본부 상황실 근무자로부터 수원시 광교산 하산 중 넘어지면서 우측 발목부상 환자 발생 구급출동 유선 접보 후 헬기 출동하여 현장도착 확인한바 선착한 남부119구조구급대가 현장 응급처치 및 산악용 들것에 결착시켜 놓은 상태. 특수대응단은 헬기 호이스트를 이용 안전하게 인양 구조 후 아주대학교 병원으로 이송함.,39,-5.25,3.25,0,-17.9,0
경기도소방재난본부,특수대응단,2013012715,일반조난,정상,본부 상황실 근무자로부터 고양시 노고산 하산 중 넘어지면서 좌측 상지 부상 요구조자 발생 산악 구조출동 유선 접보 후 헬기 출동하여 현장도착 확인한바 선착한 고양구조구급대가 현장 응급처치 및 산악용 들것에 결착시켜 놓은 상태. 특수대응단은 호이스트 이용 안전하게 인양 구조 완료 후 이상없이 귀대함.,37,-4,3,0,-17,0
경기도소방재난본부,특수대응단,2013012716,실족추락,능선,"본부 상황실 근무자로부터 과천시 청계산 하산 중 추락 요구조자 2명 발생 산악 구조출동 유선 접보 후 헬기 출동하여 현장도착 확인한바 선착한 과천 119구조구급대가 현장응급처치 및 산악용 들것에 각각 결착시켜 놓은 상태. 특수대응단은 헬기 호이스트를 이용 안전하게 인양 구조 완료 후 인원, 장비 이상없이 귀대함.",36,-4.35,3,0,-17.1,0
경기도소방재난본부,특수대응단,2013020214,실족추락,능선,"본부 상황실 근무자로부터 양주시 불곡산 등산 중 2m 아래로 추락하면서 두부출혈 및 좌측 어깨부상 요구조자 발생 산악구조출동 유선 접보 후 헬기 출동하여 현장도착 확인한바 선착한 양주119구조,구급대가 현장응급처치 및 산악용 들것에 결착시켜 놓은 상태. 특수대응단은 헬기 호이스트를 이용 안전하게 인양 구조 완료 후 인원, 장비 이상없이 귀대함.",32,2.3,3.1,0,-14,0
경기도소방재난본부,특수대응단,2013020313,일반조난,계곡,본부 상황실로 부터 의정부 수락산 산악구조 접보  더어핀 헬기 이용하여 즉시 출동 함.  현장 도착한바 의정부 구조대가 선착하여 들것을 이용 결착 완료되어있는 상태로 호이스트 이용 안전구조 완료 후 경기도 북부청사에 대기하고 있던 금오급차에 급자 인계 후 안전 귀대 함.,38,-1.8,0.9,0,-14,0
경기도소방재난본부,특수대응단,2013020314,실족추락,능선,본부 상황실로부터 성남 청계산 산악구조 접보즉시 이륙 준비 후 이륙하여 출동함. 현장 도착한 바 시계불안정하여 접근 어려움. 구조대 유도로 현장 접근하여 요구조자 안전하게 인양하여 최최 인계장소 시계불량으로 분당구청 잔듸광장으로 변경하여 대기중인 분당구급대에 인계 후 안전하게 귀대함.,34,-1.45,0.75,0,-15.2,0
경기도소방재난본부,특수대응단,2013020316,일반조난,능선,본부상황실로부터 남한산성 구조출동 지령후 더어핀으로 출동하여 현장도착 하남구조대에의해 들것결착 및 안전조치된 요구조자를 호이스트를 이용 구조완료후 초일동 헬기장에서 감북급차에 급자인계후 귀대함.,54,-3.55,0.6,1,-10.1,0
경기도소방재난본부,특수대응단,2013021611,실족추락,정상,"본부상황실로부터 수원시 광교산 형제봉에서 낙상환자 출동지령 접보후 특수대응단 헬기 즉시 출동에 임함./n 현장도착한바 관할구조대 선착하여 응급처치및 요구조자 벨트결착 완료상태로 특수구조대는 호이스트를 이용하여 안전구조후 아주대학병원 응급의료진에게 환자 인계후 인원,장비 이상없이 귀대함.",30,-1.95,1.35,0,-17.2,4.1
경기도소방재난본부,특수대응단,2013021613,일반조난,정상,"본부상황실로부터 가평군 호명산 의식저하환자 출동지령 접보후 특수대응단 구급헬기 즉시 출동에 임함./n 현장에 선도착하여 특수구조대원이 응급처치 장비/n 장착하여 호이스트 하강, 환자 확인한바 등반중 하지 마비 및 경련 호소하여 요구조밸트를 착용시켜 호이스트 인양 구조완료후 서울아산병원 이송하고 인원,장비 이상없이 안전 귀대함.",21,0,1.5,0,-20.2,4
경기도소방재난본부,특수대응단,2013021615,개인질환,능선,본부상황실로부터 안양시 관악산 발목부상환자 출동지령 접보후 특수대응단 구급헬기 즉시 출동에 임함./n 현장도착한바 관할 구조구급대 선도착하여 응급처치및 들것결착 완료한 상태로 특수구조대는 호이스트를 이용하여 들것구조후 인근 과천청사에 대기중인 과천구급대에 환자 인계후 가평 명지산 재출동에 임함.,18,1.6,1,0,-19.9,3.6
경기도소방재난본부,특수대응단,2013021615,실족추락,능선,"본부상황실로부터 가평 명지산 어깨탈구 부상환자 출동지령접보후 특수대응단 구급헬기는 안양시 관악산 구조업무 마치고 즉시 재출동에 임함./n 현장도착한바 관할구조대는 등반중으로 특수구조대 선착으로 대원 1명은 즉시 하강하여 현장응급처치 완료후 요구조자벨트 결착후 호이스트를 이용하여 안전구조후 인근 가평현리비행장에 대기중인 구급대에 환자 인계후 인원,장비 이상없이 귀대함.",18,1.6,1,0,-19.9,3.6
경기도소방재난본부,특수대응단,2013021713,일반조난,능선,"상황실 근무자로부터 동두천시 소요산 산악사고 유선 접보 후 더어핀 헬기 출동 함. 현장도착한바 선착한 동두천 구조대가  요구조자 응급처치 및 들것결착 완료 한 상태로 호이스트 이용하여 안전구조 완료 후 의정부 구급대에 환자 인계 후 인원,장비 이상없이 안전 귀대 함.",30,4.35,0.95,0,-11.3,2.7
경기도소방재난본부,특수대응단,2013021914,개인질환,정상,본부 상황실로부터 연천고대산 인명구조 접보즉시 이륙준비 완료 후 이륙하여 현장으로 출동함. 현장도착하여 구조대원 1명 하강하여 요구조자 벨트를 이용하여 하지통증 급자 1명 안전하게 인양하여 연천공설운동장에 대기중인 연천구급대에 인계 후 안전하게 귀대함.,21,1,3.75,0,-19.8,0
경기도소방재난본부,특수대응단,2013022115,일반조난,능선,"상황실 근무자로부터 포선치 운악산 산악구조 유선 접보 후 특수대응단 더어핀헬기 이용하여 신속히 출동 함. 현장 도착한바 선착한 포천구조대가 급자 응급처치 및 들것 결착 완료된 상태로 호이스트 이용하여 안전구조 완료 후 육군 15항공단에 대기하고 있던  가산119안전센터 급차에 환자 인계 후 인원,장비 이상없이 귀대 함.",28,2.35,3.55,0,-15,0
경기도소방재난본부,특수대응단,2013022412,개인질환,정상,본부 상황실 근무자로부터 포천시 주금산 등반 중 가슴통증 요구조자 발생 구조출동 유선접보 후 헬기출동함./n출동중 포천상황실로 부터 가슴통증 증상 악화통보받고 특수대응단은 주금산 정상 헬리포트장에 헬기착륙하고 구조대원2명은 약100m지점까지 이동하여 요구조자 현장응급처치 및 산악들것 결착하여 헬기로 이동함.,32,3.85,2.05,0,-11.5,0
경기도소방재난본부,특수대응단,2013022412,일반조난,능선,"본부 상황실 근무자로부터 의왕시 청계산 하산 중 낙상으로 인한 좌측 발목부상 요구조자 발생 산악 구조출동 유선 접보 후 헬기 출동하여 현장도착 확인한바 선착한 의왕구조,구급대가 현장 응급처치 및 산악용 들것에 결착시켜 놓은 상태. 특수대응단은 헬기 호이스트를 이용 안전하게 인양 구조 후 인원, 장비 이상없이 귀대함.",32,3.85,2.05,0,-11.5,0
경기도소방재난본부,특수대응단,2013022414,실족추락,능선,"본부상황실로 부터 포천시 주금산 산악구조 완료후 귀대중 수원시 광교산 허리부상 환자 발생 무전받고 헬기 즉시 출동함/n현장도착한바 수원119구조구급대가 도착하여 현장응급처치 및 산악용 들것에 결착시켜 놓은 상태로 특수대응단은 호이스트를 이용하여 안전하게 인양 구조완료 후 인원,장비 이상없이 귀대함",20,4.9,3.35,0,-16.4,0
경기도소방재난본부,특수대응단,2013022414,일반조난,능선,"본부 상황실 근무자로부터 남양주시 천마산 정상 부근 하산 중 눈길에 넘어지면서 우측 허벅지 뒤쪽 근육손상 요구조자 발생 산악 구조출동 유선 접보 후 헬기 출동하여 현장 선착. 특수구조대원 1명 호이스트 하강하여 현장 응급처치 및 호이스트 인양 가능 지역으로 약 80m 등반 이동조치. 요구조자밸트를 이용하여 안전하게 인양 구조 완료 후 인원, 장비 이상없이 귀대함.",20,4.9,3.35,0,-16.4,0
경기도소방재난본부,특수대응단,2013022416,실족추락,능선,"본부상황실로 부터 하남시 남한산성 허리부상 환자발생 접보받고 헬기즉시 출동함/n현장도착한바 하남119구조구급대 도착하여 현장응급처치 및 산악용 들것에 결착시켜 놓은 상태로 특수대응단은 호이스트를 이용하여 안전하게 인양 구조완료 후 인원,장비 이상없이 귀대함",16,4.5,2.1,0,-19.3,0
경기도소방재난본부,특수대응단,2013022416,일반조난,능선,"본부 상황실 근무자로부터 수원시 광교산 하산 중 낙상으로 우측 발목부상 요구조자 발생 산악 구조출동 유선 접보 후 헬기 출동하여 현장도착 확인한바 선착한 산악구조대가 현장응급처치 및 산악용 들것에 결착시켜 놓은 상태. 특수대응단은 헬기 호이스트를 이용 안전하게 인양 구조 완료 후 인원, 장비 이상없이 귀대함.",16,4.5,2.1,0,-19.3,0
경기도소방재난본부,특수대응단,2013030115,일반조난,능선,본부 상황실 근무자로부터 안양시 관악산 산악 인명구조출동 유선 접보 즉시 헬기출동하여 현장도착 한바 요구조자는 안양구조대에의해 접수된 상태로 구조대원은 호이스트를 이용 요구조자 구조완료후 과천정부청사 헬기장에서 부림구급대에 급자 인계후 귀서함.,39,2.2,4,0,-11.4,0
경기도소방재난본부,특수대응단,2013030115,실족추락,산기타,본부 상황실로부터 의정부 도봉산 인명구조 접보즉시 이륙준비하여 이륙하여 출동함. 현장 도착한바 의정부구조대 선도착하여 우측 발목부상 요구조자응급처치 및 이송준비 완료한 상태로 호이스트이용한여 안전하게 인양하여 북부청사 잔듸관장에 대기중인 의정부구조구급대에 인계 후 안전하게 귀대함.,39,2.2,4,0,-11.4,0
경기도소방재난본부,특수대응단,2013030213,일반조난,정상,본부 상황실로부터 의정부 도봉산 인명구조 접보즉시 헬기 이륙하여 출동함. 현장 도착한바 의정부구조대 선도착하여 우측 발목부상 요구조자응급처치 및 이송준비 완료한 상태로 호이스트를 이용하여 안전하게 인양 후 북부청사 잔디관장에 대기중인 의정부소방서 금오119안전센터 구급대에 인계 후 안전하게 귀대함.,32,2,3,0,-13.5,0
경기도소방재난본부,특수대응단,2013030215,실족추락,능선,"본부상황실로부터 과천시 관악산 구급환자발생 출동지령 접보후 특수대응단 헬기 즉시출동에 임함./n 현장도착한바 과천구조대 선도착하여 응급처치및 들것결착 완료상태로 특수대응단은 호이스트를 이용하여 안전구조후 인근 청사에 대기중인 과천구조구급차에 환자 1명 인계후 인원,장비 이상없이 귀대함./n - 환자 : 두길순/여/53세/우측발목부상/경상",31,3,2.65,0,-12.7,0
경기도소방재난본부,특수대응단,2013030218,실족추락,능선,"본부상황실로부터 가평 화악산 구급출동지령 접보후 특수대응단 구급헬기 즉시 출동에 임함./n 현장도착한바 관할대 도착 지연으로 특수구조대 선도착- 대원 1명 호이스트 하강하여 요구조자 1명과 일행 1명 일몰로 인해 하산 불능으로 요구조자 벨트를 이용하여 2명 모두 구조후 인근 가평 운동장에 관할 구조구급대에 인계후 인원,장비 이상없이 귀대함.",34,1.8,2.55,0,-12.4,0
경기도소방재난본부,특수대응단,2013030310,실족추락,정상,본부 상황실로부터 양주 불곡산 산악구조접보 즉시 이륙준비하여 이륙하여 출동함. 현장도착한바 양주구조대 선도착하여 요구조자 응급처치 및 이송준비완료된 상태로 호이스트이용하여 안전하게 인양 후 북부청사 헬기장에 대기중인 고급급차에 인계 후 불곡산 인명구조 재출동에 임함.,42,0.6,1.85,0,-11.5,0
경기도소방재난본부,특수대응단,2013030310,개인질환,산기타,양주 불곡산 임꺽정바위 부근 임무 종료 후 불곡산 상봉 송전탑부근 인명구조 재 접보하여 출동함. 현장 도착하여 항공구조대원 1명 하강하여 요구조자가 있는곳으로 이동함. 현장에서 인양불가하여 헬기이송가능한곳으로 이동 후 요구조자 벨트 이용하여 안전하게 인양 후 북부청사 헬기장에 대기중인 고읍급차에 인계 후 안전하게 귀대함.,42,0.6,1.85,0,-11.5,0
경기도소방재난본부,특수대응단,2013030313,실족추락,정상,본부 상황실로부터 안산 서운산 인명구조 접보즉시 이륙준비 후 이륙하여 현장으로 출동함. 현장도착하여 항공구조대원 2명 하강하여 약 20M높이에서 추락한 요구조자 1명 응급처치 후 요구조자벨트 이용하여 안전하게 인양하여 아주대병원 의료진에게 인계함. 이송 중 환자감시 실시함.,26,3.7,2.8,0,-14.9,0
경기도소방재난본부,특수대응단,2013030313,일반조난,능선,상황실로부터 남양주 서리산 산악구조출동 지령즉시 아구스타로 현장 출동한바 요구조자는 남양주 구조대에의해 접수된 사항으로 호이스트를 이용 구조완료후  덕소비행장에서 와부급차에 인계후 귀대함,26,3.7,2.8,0,-14.9,0
경기도소방재난본부,특수대응단,2013030315,실족추락,정상,본부 상황실로부터 과천 관악산 인명구조접보즉시 이륙준비 후 이륙하여 현장으로 출동함. 현장도착한바 과천구조대 선도착하여 요구조자 응급처치 및 이송준비 완료한 상태로 호이스트 이용하여 안전하게 인양 후 정부청사 헬기장에 대기중인 과천급차에 인계 후 안전하게 귀대함.,29,4.85,3.4,0,-12.3,0
경기도소방재난본부,특수대응단,2013030911,개인질환,정상,상황실로부터 안산 수암봉 호흡곤란 구조출동 지령즉시 더어핀헬기로 현장출동하여 도착한바 지상에서 주변인이 심폐소생술 실시중인 상태 구조대원은 지상으로 하강후 제세동기 및 심폐소생술 실시후 들것에 결착하고 호이스트를 이용하여 급자 구조완료 아주대병원으로 이송 인계함.,34,17.15,2.7,0,-0.7,0
경기도소방재난본부,특수대응단,2013030916,일반조난,능선,상황실로부터 동두천 소요산 추락환자 구조출동 지령즉시 더어핀헬기로 현장출동하여 현장도착한바 급자는 동두천구조대에 의해 응급처치 및 들것 결착완료된 상태로 호이스트를 이용 급자 구조완료후 북부2청사로 이동 의정부 금오급차에 급자인계후 귀대함.,25,23.4,5.4,0,1.7,0
경기도소방재난본부,특수대응단,2013031012,실족추락,능선,"본부상황실로부터 하남시 검단산 발목부상환자 발생 출동지령 접보후 특수대응단 헬기 즉시 출동에 임함./n 현장도착한바 관할 구조대 선도착하여 구급처치및 들것결착 완료상태로 특수구조대는 호이스트를 이용하여 안전구조후 인근 초일동 군부대에 대기중인 감북구급대에 환자 인계후 인원,장비 이상없이 귀대함.",22,3.3,4.1,0,-17.2,0
경기도소방재난본부,특수대응단,2013031014,일반조난,정상,광교산 시루봉 정상에 도착한바 지상구조대가 우측발목 골절추정 환자 산악용 들것에 결착하여 더어핀 헬기 호이스트를 이용하여 기내로 구조후 환자평가 및 안정조치 수원아주대병원에 도착하여 이의센타 구급대 및 의료진에 환자 안전하게 인계후 의정부시 도봉산 재출동함.,21,4.9,4.2,0,-16.2,0
경기도소방재난본부,특수대응단,2013031014,일반조난,정상,"의정부시 도봉산 포대능선 정상에 도착한바 지상구조대가 우측하지 근육 파열추정 환자 산악용 들것에 결착하여 더어핀 헬기 호이스트를 이용하여 기내로 구조후 환자평가 및 안정조치,  제2청사에서 의정부 금오구급대에 환자 안전하게 인계후 귀대함.",21,4.9,4.2,0,-16.2,0
경기도소방재난본부,특수대응단,2013031513,실족추락,능선,"하남 검단산 산악구조 접보즉시 특수대응단 헬기 현장출동함. 현장도착 확인한바 등산중 우측발목 부상 요구조자 1명을 하남구조대가 선착하여 응급조치 및 들것결착 완료한 상태, 특수대응단은 호이스트이용 안전하게 구조하여 초일동 군비행장에서 하남감북구급대에 인계후 귀대함.",32,9.25,1.6,0,-6.8,0
경기도소방재난본부,특수대응단,2013031614,실족추락,정상,"본부상황실로부터 가평군 명지산 정상부근 출동지령 받고 특수대응단 헬기 즉시 출동에 임함/n현장도착한바 관할대 도착 지연으로 특수구조대 선도착- 대원 1명 호이스트 하강하여 요구조자 1명 요구조자 벨트를 이용 구조완료후 인근 가평 운동장에 대기중인 가평119구조.구급대에 인계후 인원,장비 이상없이 귀대함.",37,11.4,2.15,0,-2.8,0
경기도소방재난본부,특수대응단,2013031712,개인질환,정상,본부 상황실로부터 과천 관악산 산악구조 접보즉시 이륙준비 후 이륙하여 현장으로 출동함. 현장도착한바 과천구조대 선도착하여 요구조자 이송준비 완료한 상태로 호이스트 이용하여 안전하게 인양하여 정부청사 헬기장에 대기중인 과천구조급대에 인계 후 인원장비 이상없이 안전하게 귀대함.,34,13,1.8,0,-2.8,0
경기도소방재난본부,특수대응단,2013031717,일반조난,계곡,본부 상황실로부터 북한산 망자이송 접보하여 이륙준비 후 이륙하여 현장으로 출동함. 현장도착한바 북한산 경찰구조대 망자 이송준비 완료한 상태로 호이스트이용하여 안전하게 인양 후 인근 군부대 헬기장에 대기중인 고양경찰서 관계자들에게 인계 후 인원장비 이상없이 귀대함.,30,12.15,3.1,0,-5.1,0
경기도소방재난본부,특수대응단,2013031718,개인질환,산기타,본부 상황실로부터 양평 부용산 산악구조 접보즉시 이륙준비 후 이륙하여 현장으로 출동함. 현장도착한바 양평구조대 선착하여 요구조자 응급처치 및 이송완료한 상태로 호이스트 이용하여 안전하게 인양 후 하남 초이동 군비행장에 대기중인 신장구급대에 인계 후 인원장비 이상없이 귀대함.,29,11.1,2.45,0,-6.2,0
경기도소방재난본부,특수대응단,2013032311,실족추락,계곡,"본부 상황실로부터 검단산 산악구조 출동접보 즉시 더어핀 헬기출동실시함. 하남구조대 선도착하여 요구조자 들것 결착한 상태로, 현장도착 즉시 호이스트를 이용하여 요구조자를 안전하게 인양 구조완료함. 인근 군헬기장에 대기중인 관할 구급대에 요구조자 인계 후 인원장비 이상없이 귀대함.",41,6.7,2.5,0,-6.1,0
경기도소방재난본부,특수대응단,2013032414,실족추락,정상,"본부상황실로부터 성남시 청계산 구급환자 발생 출동지령 접보후 특수대응단 구급헬기 즉시 출동에 임함./n 현장도착한바 관할 구조,구급대 선도착하여 응급처치 및 들것결착 완료상태로 특수구조대는 호이스트를 이용한 구조 완료후 인근 수도병원에서 분당 서현 구급대에 환자 1명 인계후 인원,장비 이상없이 귀대함./n - 환자: 김유종/남/57세/좌측발목부상/경상",29,10.15,3.4,0,-7.8,0
경기도소방재난본부,특수대응단,2013032614,일반조난,산기타,"본부 상황실 근무자로부터 안산시 수리산 추락사고 발생 산악구조출동 유선 접보 후 헬기 출동하여 선착. 요구조자는 30여미터 높이에서 추락한 것으로 추정되며,  특수구조구급대원 2명 호이스트 하강하여 환자평가 실시한바 의식,호흡,맥박 없음을 확인하고 후착한 안산, 안양구조대와 협력하여 경찰공무원 입회하에 산악용 들것에 결착. 헬기 호이스트를 이용 인양구조 후 과천 정부청사 헬기장에 대기 중이던 과천 구조구급대에 인계조치함. 특수대응단 헬기는 과천시 관악산 추락사고 무전 접보 후 현지 출동함.",23,9.85,2.45,0,-10.4,0
경기도소방재난본부,특수대응단,2013032615,실족추락,계곡,"안산 수리산 산악구조 완료 후 그라운드로부터 과천시 관악산 하산 중 추락으로 안면부 및 두부열상 및 늑골 골절 요구조자 발생 산악구조출동 무전 접보 후 헬기 현지출동하여 헬기장 착륙. 특수구조구급대원 2명 현장투입하여 선착한 과천구조대와 협력. 요구조자 들것에 결착하여 헬기장까지 이동 조치 후 헬기를 이용 아주대학교 병원 응급의료센터로 이송 후 인원, 장비 이상없이 귀대함.",24,10.25,2.6,0,-9.7,0
경기도소방재난본부,특수대응단,2013032713,일반조난,능선,"본부 상황실 근무자로부터 안산 수암봉 산악구조 유선 접보 후 특수대응단 더어핀 헬기 이용하여 현장 출동 함. 현장 도착한바 선착한 안산 구조구급대가 급자를 처치 완료 후 들것을 이용하여 결착 완료한 상태로 더어핀 헬기 호이스트를 이용하여 안전 구조 완료 함. 안산공업대학교에 대기하고 있던 원시급차에 급자 인계 후 인원,장비 이상없이 귀대 함.",12,13.5,2.35,0,-16,0
경기도소방재난본부,특수대응단,2013033017,실족추락,능선,"본부상황실로부터 남양주 천마산 구급환자 발생 출동지령 접보후 특수대응단 구급헬기 즉시 출동에 임함./n 현장도착한바 관할 구조,구급대 선도착하여 응급처치 및 들것결착 완료상태로 특수구조대는 호이스트를 이용한 구조 완료후 인근 육국현리비행장에 남양주 가운119 구급대에 환자 1명 인계후 인원,장비 이상없이 귀대함./n - 환자: 김유종/남/57세/좌측발목부상/경상",41,5.35,2.4,0,-6.6,0
경기도소방재난본부,특수대응단,2013033112,실족추락,능선,"의왕시 모락산 산악구조 접보즉시 특수대응단 헬기현장출동함, 현장도착 확인한바 의왕구조대 선착하여 응급조치 및 들것결착 완료한 상태. 특수대응단은 호이스트 이용 안전하게 구조하여 과천정부청사에서 과천119구조구급대에 환자인계후 남양주시 불암산 산악구조 현지 재출동함.",33,10.1,1.55,0,-6.4,0
경기도소방재난본부,특수대응단,2013033112,실족추락,산기타,의왕 모락산 산악구조 완료즉시 불암산 추락 산악구조 현장출동한바 남양주 구조대가 선착한상태. 추락한 요구조자가 2명으로 특수구조대원 지상하강하여 호흡맥박없는 요구조자1명과 두부손상 요구조자1명 각각 호이스트이용 구조하여 중앙119구조대에서 남양주소방서 구급대에 환자인계후 귀대함.,33,10.1,1.55,0,-6.4,0
경기도소방재난본부,특수대응단,2013033114,암벽등반,정상,"고양 북한산 산악구조 현장출동한바 경찰산악구조대가 선착하여 발목응급처치한 상태,구조대원은  하강하여 삼각밸트를 착용후  요구조자와 함께 호이스트를 이용 구조하여 고양급차에 인계후 귀대함",21,11.9,2.65,0,-10.3,0
경기도소방재난본부,특수대응단,2013033115,일반조난,산기타,본부 상황실로부터 남양주 수락산 산악구조출동 지령접보후 더어핀헬기로 현장출동한바 요구조자는 실족에 의한 좌측다리부상환자로 구리소방서 구조대에의해 응급처치 및 들것 결착완료된 상태로 호이스트를 이용 구조완료후 중앙119구조단에서 남양주 별내센터 구급대에 급자 인계후 귀대함.,19,12.7,2.65,0,-11,0
경기도소방재난본부,특수대응단,2013033117,실족추락,정상,본부 상황실로부터 포천 관음산 산악구조 접보즉시 이륙준비 후 이륙하여 현장으로 출동함. 현장도착한바 포천구조대 선착하여 요구조자 응 급처치 및 이송준비 완료한 상태로 호이스트 이용하여 안전하게 인양 후 인근 군 항공대에 대기중인 포천 구조구급대에 인계 후 인원장비 이상없이 귀대함.,24,12.4,2.85,0,-8,0
경기도소방재난본부,특수대응단,2013040314,개인질환,정상,"본부상황실로부터 안양시 삼성산 의식소실환자 발생 출동지령 접보후 특수대응단 헬기 즉시 출동에 임함./n 현장도착한바 관할 구조대 선도착하여 응급처치및 들것결착 완료상태로 특수대응단 헬기는 호이스트를 이용하여 안전구조후 헬기내에서 산소공급등 응급처치 실시하며 아주대학병원 응급센터 의료진에 환자 이송완료로 인원,장비 이상없이 귀대함.",33,13.7,3.55,0,-2.9,0
