"Date","Distress","External.factors","Personal.Illness","total.Humi","total.temp","total.wind","total.rain","total.dew","total.snow","snow_YN"
2015091711,"0","0","0",45.25,20.425,2.475,0,11.275,0,0
2016043017,"0","1","0",33.5,17.275,4.125,0,3.65,0,0
2016081301,"1","0","0",80.25,25.275,1.625,0,24,0,0
2017011011,"0","1","0",50,-2.75,3.55,0,-9.05,0,0
2017020716,"1","0","0",34.75,0.65,0.975,0,-11.3,0,0
2017031116,"0","0","0",20.75,12.125,2.625,0,-7.05,0,0
2017081209,"0","1","0",63,25.05,1.7,0,19.475,0,0
2017090415,"1","0","0",35.5,25.625,1.15,0,12.3,0,0
2018040814,"0","0","0",29.25,5.95,2.625,0,-8.025,0,0
2018060212,"0","0","0",32,27.15,1,0,9.95,0,0
2018081306,"0","0","0",90.5,24.65,1.425,0,24.85,0,0
2013010515,"0","1","0",54,-3.575,1.775,0,-9.5,8.65,1
2013010515,"0","1","0",54,-3.575,1.775,0,-9.5,8.65,1
2013010608,"0","0","0",85,-10.6,3.2,0,-11.05,8.625,1
2013020722,"0","1","0",53.75,-15.875,3.4,0,-20.45,12.7,1
2013020722,"0","1","0",53.75,-15.875,3.4,0,-20.45,12.7,1
2013020902,"0","1","0",60.75,-13.825,2.275,0,-17.25,12.5,1
2013020902,"0","1","0",60.75,-13.825,2.275,0,-17.25,12.5,1
2013031016,"0","1","0",20,4.025,2.75,0,-14.85,0,0
2013031016,"0","1","0",20,4.025,2.75,0,-14.85,0,0
2013040711,"0","0","0",52.75,1.75,2.275,0,-3.925,0,0
2013040711,"0","0","0",52.75,1.75,2.275,0,-3.925,0,0
2013040714,"1","1","1",39.25,4.075,3.3,0,-4.55,0,0
2013040714,"1","1","1",39.25,4.075,3.3,0,-4.55,0,0
2013041619,"0","1","0",76.5,12.375,3.5,0,11.025,0,0
2013041619,"0","1","0",76.5,12.375,3.5,0,11.025,0,0
2013050114,"0","1","0",37,14.1,2.625,0,2.05,0,0
2013050114,"0","1","0",37,14.1,2.625,0,2.05,0,0
2013051116,"0","1","0",28.5,22,2.8,0,5,0,0
2013051116,"0","1","0",28.5,22,2.8,0,5,0,0
2013051815,"1","1","0",48,20.225,2.075,0,10.75,0,0
2013051815,"1","1","0",48,20.225,2.075,0,10.75,0,0
2013060313,"0","1","0",48.5,23.675,1.55,0,14.175,0,0
2013060313,"0","1","0",48.5,23.675,1.55,0,14.175,0,0
2013060915,"1","0","0",30.25,28.15,1.6,0,11.425,0,0
2013060915,"1","0","0",30.25,28.15,1.6,0,11.425,0,0
2013062311,"0","0","0",64.75,21.25,2.525,0,16.95,0,0
2013062311,"0","0","0",64.75,21.25,2.525,0,16.95,0,0
2013062316,"0","0","0",58.5,22.2,2.8,0,15.775,0,0
2013062316,"0","0","0",58.5,22.2,2.8,0,15.775,0,0
2013071911,"0","1","0",65.25,25.8,2.875,0,21.225,0,0
2013080716,"0","1","0",63.75,29.85,1.425,0,24.55,0,0
2013080716,"0","1","0",63.75,29.85,1.425,0,24.55,0,0
2013081808,"0","0","0",81.25,24.975,2.375,0,23.9,0,0
2013081808,"0","0","0",81.25,24.975,2.375,0,23.9,0,0
2013083115,"0","0","0",50,24.375,1.35,0,16.225,0,0
2013083115,"0","0","0",50,24.375,1.35,0,16.225,0,0
2013091917,"0","0","0",44,25.925,0.825,0,15.225,0,0
2013091917,"0","0","0",44,25.925,0.825,0,15.225,0,0
2013092110,"0","1","0",73.75,22.675,0.975,0,18.55,0,0
2013092110,"0","1","0",73.75,22.675,0.975,0,18.55,0,0
2013100315,"0","1","0",33.25,18.125,2.45,0,4.4,0,0
2013100315,"0","1","0",33.25,18.125,2.45,0,4.4,0,0
2013110311,"1","1","0",86,11.175,0.925,0,8.625,0,0
2013110311,"1","1","0",86,11.175,0.925,0,8.625,0,0
2013110513,"0","1","0",46.5,15.65,1.925,0,5.975,0,0
2013110513,"0","1","0",46.5,15.65,1.925,0,5.975,0,0
2013122109,"0","0","0",73.5,-6.3,1.775,0,-9.25,0,0
2013122109,"0","0","0",73.5,-6.3,1.775,0,-9.25,0,0
2014021513,"0","0","0",38,4.125,1.825,0,-6.25,0,0
2014021513,"0","0","0",38,4.125,1.825,0,-6.25,0,0
2014032318,"0","0","0",43.25,10.05,2.3,0,0.15,0,0
2014032318,"0","0","0",43.25,10.05,2.3,0,0.15,0,0
2014052715,"0","1","0",36.5,25.05,4.4,0,12.025,0,0
2014052715,"0","1","0",36.5,25.05,4.4,0,12.025,0,0
2014061515,"0","0","0",50.75,25.025,1.9,0,16.775,0,0
2014061515,"0","0","0",50.75,25.025,1.9,0,16.775,0,0
2014061613,"0","1","0",44.75,25.15,2.375,0,14.575,0,0
2014061613,"0","1","0",44.75,25.15,2.375,0,14.575,0,0
2014062810,"0","0","0",70.25,21.925,1.925,0,18.6,0,0
2014062810,"0","0","0",70.25,21.925,1.925,0,18.6,0,0
2014071214,"0","0","0",62.75,25.675,1.35,0,20.625,0,0
2014071214,"0","0","0",62.75,25.675,1.35,0,20.625,0,0
2014071315,"0","0","0",58.75,27.575,2.125,0,20.025,0,0
2014071315,"0","0","0",58.75,27.575,2.125,0,20.025,0,0
2014071908,"1","1","0",86.75,23.25,0.925,0.125,23.1,0,0
2014071908,"1","1","0",86.75,23.25,0.925,0.125,23.1,0,0
2014072417,"1","1","0",77.25,24.325,1.175,0,21.15,0,0
2014072417,"1","1","0",77.25,24.325,1.175,0,21.15,0,0
2014081112,"0","0","0",67.75,23.675,1.675,0,19.625,0,0
2014082315,"0","0","0",58.75,26.125,1.825,0,20.3,0,0
2014082315,"0","0","0",58.75,26.125,1.825,0,20.3,0,0
2014092617,"0","0","0",68.25,19.95,1.075,0,17.425,0,0
2014092617,"0","0","0",68.25,19.95,1.075,0,17.425,0,0
2014101712,"0","0","0",34,16.175,1.025,0,2.25,0,0
2014101712,"0","0","0",34,16.175,1.025,0,2.25,0,0
2014110502,"0","1","0",79,7,0.625,0,3.75,0,0
2014110502,"0","1","0",79,7,0.625,0,3.75,0,0
2014110612,"0","0","0",61.25,13.75,1.6,0,8.975,0,0
2014110612,"0","0","0",61.25,13.75,1.6,0,8.975,0,0
2014111510,"0","1","0",45.5,2.45,1.55,0,-6.85,0,0
2014111510,"0","1","0",45.5,2.45,1.55,0,-6.85,0,0
2014121314,"0","1","0",39,-4.875,3.9,0,-14.675,0.5,1
2014121314,"0","1","0",39,-4.875,3.9,0,-14.675,0.5,1
2014121415,"0","1","0",58.5,-3.425,1.825,0,-6.675,0,0
2014121415,"0","1","0",58.5,-3.425,1.825,0,-6.675,0,0
2014122815,"1","1","0",53.75,0.625,1.05,0,-6.25,0,0
2014122815,"1","1","0",53.75,0.625,1.05,0,-6.25,0,0
2015010510,"0","0","0",82.5,2.95,1.125,0,-1.125,0,0
2016040922,"0","0","0",79.75,10.625,3.1,0,8.45,0,0
2016041015,"0","1","0",53,17,3.275,0,9.225,0,0
2018021711,"0","1","0",21.75,-5.1,2.8,0,-21.2,0,0
2018030312,"0","1","0",19,9.05,2.025,0,-12.25,0,0
2014012812,"0","1","0",41.75,0.95,3.075,0,-7.9,0,0
2013062214,"0","0","0",51.5,26.45,1.625,0,18.1,0,0
2013062214,"0","0","0",51.5,26.45,1.625,0,18.1,0,0
2013092914,"0","1","0",86,17.05,0.9,0.25,16.45,0,0
2013092914,"0","1","0",86,17.05,0.9,0.25,16.45,0,0
2015110112,"0","0","0",43,8.4,0.45,0,-3.575,0,0
2016041218,"0","1","0",32.25,15.65,1.825,0,1.25,0,0
2016050705,"0","0","0",91,9.875,2.95,0,9.725,0,0
2016060101,"1","0","0",80.75,16.425,2.925,0,15.225,0,0
2016111215,"1","1","0",53.25,13.175,3.1,0,6.95,0,0
2016121514,"0","0","0",30.75,-3.85,3.275,0,-16.275,0,0
2017010816,"0","1","0",52,7.7,1.75,0,0.95,0,0
2017032116,"0","1","0",34.25,8.825,3.175,0,-3.9,0,0
2017042617,"0","1","0",21,16,2.95,0,-3.7,0,0
2017043015,"0","0","0",33.75,23.8,3.175,0,9.7,0,0
2017050613,"0","0","0",17.75,16.425,4.975,0,-5.55,0,0
2017051413,"1","1","0",37,17.075,3.975,0,4.65,0,0
2017052014,"0","1","0",32.5,23.475,2.325,0,9.075,0,0
2017052812,"0","0","0",29.5,22.625,3.275,0,7.075,0,0
2017102817,"0","0","0",43.75,17.95,1.225,0,8.725,0,0
2018022518,"1","0","0",28.75,2.9,1.8,0,-10.925,0,0
2018111513,"0","0","0",41.75,11.6,1.775,0,1.825,0,0
2018111513,"0","0","0",41.75,11.6,1.775,0,1.825,0,0
2015030115,"0","1","0",52.25,2.25,3.975,0,-3.575,0,0
2015030309,"0","0","0",87.5,0.425,3.175,0,-0.425,0,0
2015032514,"1","0","0",22,10.125,2.15,0,-8.05,0,0
2015042615,"0","1","0",30,22,3,0,5.575,0,0
2015050112,"0","1","0",47.5,22.475,1.6,0,13.35,0,0
2015050114,"0","0","0",42.75,24.125,2.225,0,13.225,0,0
2015050512,"0","0","0",28.5,15.975,3.35,0,-0.05,0,0
2015062115,"0","1","0",40.25,25,0.95,0,13.5,0,0
2015070414,"0","1","0",35,25.15,1.475,0,11.775,0,0
2015071706,"0","1","0",64.75,16.575,3,0,11.775,0,0
2015071809,"0","1","0",57.75,21.375,1.775,0,14.775,0,0
2015072215,"0","1","0",75.75,27.275,1.125,0,24.7,0,0
2015080815,"0","0","0",90.25,22.3,3.775,3.5,22.925,0,0
2015090914,"0","0","0",34,24.4,2.45,0,10.6,0,0
2015091316,"0","1","0",30.25,21.775,2.225,0,6.825,0,0
2015092916,"0","0","0",29.25,24.125,0.925,0,8.125,0,0
2015102416,"1","0","0",42.75,17.75,3.4,0,7.75,0,0
2015110112,"0","0","0",43,8.4,0.45,0,-3.575,0,0
2015110214,"0","0","0",47.75,12.35,1.775,0,4.25,0,0
2015111216,"0","1","0",54.75,13.575,1.85,0,9.275,0,0
2016011615,"1","1","0",62.25,1.425,0.925,0,-2.85,0,0
2016020214,"1","1","1",28.25,-3.325,1.8,0,-16.875,0,0
2016031213,"0","1","0",45.75,3.175,2.35,0,-5.425,0,0
2016032820,"1","1","0",32.75,8.325,2.825,0,-3.875,0,0
2016040922,"1","1","0",79.75,10.625,3.1,0,8.45,0,0
2016041015,"0","1","0",53,17,3.275,0,9.225,0,0
2016051515,"0","1","0",80.25,17.1,4.475,0.75,17,0,0
2016052510,"0","1","0",65.75,17.2,1.45,0,12.275,0,0
2016053108,"1","1","0",68,18.025,2.3,0,13.25,0,0
2016053117,"1","0","0",51.25,23.05,3.6,0,15.1,0,0
2016060101,"1","0","0",80.75,16.425,2.925,0,15.225,0,0
2016060105,"1","0","0",83.5,15.75,2.375,0,14.675,0,0
2016060514,"0","1","0",29.25,26.8,1.4,0,10.025,0,0
2016071902,"0","1","0",89.25,19.825,2.025,0,20.1,0,0
2016073110,"0","0","0",73.25,27.25,0.775,0,24.1,0,0
2016080412,"1","1","0",56,29.675,1.65,0,22.55,0,0
2016080416,"0","0","0",41.5,32.125,1.1,0,19.45,0,0
2016082717,"0","0","0",40.5,23.95,1.6,0,12.45,0,0
2016091710,"0","0","0",79,18.475,3.575,1.25,15.975,0,0
2016101515,"0","0","0",35,21.85,1.35,0,9.325,0,0
2016102314,"0","1","1",67.5,10.9,3.175,0,8.025,0,0
2016102712,"1","1","0",60.25,14.875,2.95,0,8.8,0,0
2016113019,"1","0","0",65.75,5.65,2.425,0,1.55,0,0
2016120312,"0","1","0",46.75,6.625,0.875,0,-2.525,0,0
2016122509,"0","1","0",82.5,-1.8,1.2,0,-6.4,0,0
2017032717,"1","0","0",61.5,4.975,3.175,0,0.325,0,0
2017050412,"0","1","0",32.75,22.825,1.65,0,7.8,0,0
2017051413,"1","1","0",37,17.075,3.975,0,4.65,0,0
2017081913,"1","1","0",71,25.4,1.275,0,22.4,0,0
2017082708,"0","0","0",69.25,19.125,1.3,0,14.75,0,0
2017082712,"1","1","0",58.75,22.975,0.675,0,16.525,0,0
2017090320,"1","0","0",64,21.075,1.775,0,16.925,0,0
2017092708,"0","0","0",66.5,17.625,2.65,0.75,12.95,0,0
2017100515,"0","1","0",52,18.325,0.95,0,11.55,0,0
2017102117,"1","1","0",34.75,18.55,1.4,0,6.075,0,0
2017102817,"1","0","0",43.75,17.95,1.225,0,8.725,0,0
2017102917,"0","0","0",35,8.75,4.9,0,-3.175,0,0
2017120910,"0","1","0",49.75,-3.025,1.275,0,-11.075,0,0
2017122314,"1","0","0",63,5.45,1.65,0,2.275,0,0
2017122917,"0","1","0",63.75,1.825,2.525,0,-1.55,0,0
2018021015,"0","1","0",22.5,-0.125,3.875,0,-16.475,0,0
2018021712,"1","1","0",17.75,-3.325,2.35,0,-22.2,0,0
2018022112,"0","1","0",18.5,-1.05,2.4,0,-19.3,0,0
2018030312,"0","1","0",19,9.05,2.025,0,-12.25,0,0
2018041914,"0","0","0",17,17.95,2.55,0,-4.975,0,0
2018043015,"1","0","0",48.5,21.35,1.825,0,12.975,0,0
2018060215,"0","0","0",23.5,27.3,2.85,0,7.025,0,0
2018070609,"0","0","0",69.5,20.125,2.825,0,16.65,0,0
2018070813,"1","1","0",49.5,22.625,1.8,0,14.35,0,0
2018101313,"1","1","0",36.5,14.75,1,0,2.95,0,0
2018101818,"0","0","0",50,11.425,2.55,0,4.9,0,0
2014061107,"0","0","0",90.25,16.525,2.45,0,17.175,0,0
2013121709,"0","0","0",65.25,-4.025,3.025,0,-9.95,4,1
2018120522,"1","0","0",47.75,0.1,3.275,0,-8.875,0,0
2015072809,"0","1","0",80.25,24.05,0.75,0,23.2,0,0
2015080713,"0","0","0",51.5,31.45,1.175,0,22.025,0,0
2015122211,"0","1","1",74.25,2.275,2.925,0,-1.85,0,0
2017071316,"0","1","0",56.75,29.05,1.925,0,22.125,0,0
2018021816,"0","1","0",17.75,1.75,2.6,0,-17.8,0,0
2018112403,"0","0","0",37.5,2.575,3.675,0,-11.625,0,0
2013012009,"0","0","0",76,-2.225,3.125,0,-5.2,2.875,1
2013012009,"0","0","0",76,-2.225,3.125,0,-5.2,2.875,1
2013020317,"1","0","0",76.25,-2.175,1.725,0.25,-5.9,0.3,1
2013020317,"1","0","0",76.25,-2.175,1.725,0.25,-5.9,0.3,1
2013021415,"0","1","0",43.25,2.35,1.4,0,-6.275,7.5,1
2013031214,"0","1","0",56.25,9.45,2.5,0,3.425,0,0
2013031214,"0","1","0",56.25,9.45,2.5,0,3.425,0,0
2013032416,"0","1","0",35.25,7.8,2.55,0,-4.7,0,0
2013032416,"0","1","0",35.25,7.8,2.55,0,-4.7,0,0
2013040808,"0","0","0",72.5,2.5,2.4,0,-0.55,0,0
2013040808,"0","0","0",72.5,2.5,2.4,0,-0.55,0,0
2013042112,"0","0","0",31.75,9.4,2.875,0,-4.7,0,0
2013042112,"0","0","0",31.75,9.4,2.875,0,-4.7,0,0
2013042712,"0","1","0",32,15.05,2.45,0,0.6,0,0
2013042712,"0","1","0",32,15.05,2.45,0,0.6,0,0
2013050416,"0","0","0",36.25,17.125,2.975,0,4.075,0,0
2013050416,"0","0","0",36.25,17.125,2.975,0,4.075,0,0
2013051614,"1","1","0",28,24.45,1.6,0,6.45,0,0
2013051614,"1","1","0",28,24.45,1.6,0,6.45,0,0
2013060613,"0","1","0",46.25,25.425,1.225,0,15.675,0,0
2013060613,"0","1","0",46.25,25.425,1.225,0,15.675,0,0
2013060912,"1","1","0",38.25,25.65,2.6,0,13.1,0,0
2013060912,"1","1","0",38.25,25.65,2.6,0,13.1,0,0
2013061315,"0","0","0",54.25,23.675,1.05,0,16.675,0,0
2013061315,"0","0","0",54.25,23.675,1.05,0,16.675,0,0
2013062311,"0","1","0",64.75,21.25,2.525,0,16.95,0,0
2013062311,"0","1","0",64.75,21.25,2.525,0,16.95,0,0
2013062415,"0","1","0",46.5,25.575,0.8,0,15.475,0,0
2013062415,"0","1","0",46.5,25.575,0.8,0,15.475,0,0
2013070414,"0","0","0",86.5,23.675,2.65,0.125,23.25,0,0
2013070414,"0","0","0",86.5,23.675,2.65,0.125,23.25,0,0
2013071712,"0","1","0",86.5,22.9,2.125,0,22.675,0,0
2013071712,"0","1","0",86.5,22.9,2.125,0,22.675,0,0
2013072109,"0","1","0",78.75,23.675,4.35,0,22.65,0,0
2013072109,"0","1","0",78.75,23.675,4.35,0,22.65,0,0
2013072722,"1","0","0",78,22.825,2.45,0.125,20.75,0,0
2013072722,"1","0","0",78,22.825,2.45,0.125,20.75,0,0
2013081309,"0","0","0",71.5,25.45,1.675,0,22.525,0,0
2013081309,"0","0","0",71.5,25.45,1.675,0,22.525,0,0
2013082012,"1","1","0",49.75,28.2,1.075,0,18.525,0,0
2013082012,"1","1","0",49.75,28.2,1.075,0,18.525,0,0
2013090212,"0","0","0",43.25,23.675,1.95,0,11.825,0,0
2013090212,"0","0","0",43.25,23.675,1.95,0,11.825,0,0
2013090815,"0","1","0",39,24.375,1.65,0,11.8,0,0
2013090815,"0","1","0",39,24.375,1.65,0,11.8,0,0
2013091911,"1","1","0",50.75,23.625,1.5,0,15.1,0,0
2013091911,"1","1","0",50.75,23.625,1.5,0,15.1,0,0
2013092216,"0","0","0",50.25,22.575,3.6,0,14.775,0,0
2013092216,"0","0","0",50.25,22.575,3.6,0,14.775,0,0
2013100918,"0","1","0",55.5,19.625,0.925,0,13.85,0,0
2013100918,"0","1","0",55.5,19.625,0.925,0,13.85,0,0
2013101817,"0","0","0",37.5,15.875,0.825,0,3.95,0,0
2013101817,"0","0","0",37.5,15.875,0.825,0,3.95,0,0
2013102317,"0","1","0",40.5,17.675,1.175,0,6.275,0,0
2013102317,"0","1","0",40.5,17.675,1.175,0,6.275,0,0
2013102610,"0","1","0",53.25,8.8,1,0,0.65,0,0
2013102610,"0","1","0",53.25,8.8,1,0,0.65,0,0
2013102611,"0","1","0",49.5,11.75,0.8,0,1.6,0,0
2013102611,"0","1","0",49.5,11.75,0.8,0,1.6,0,0
2013102709,"0","0","0",66.75,9.225,0.925,0,2.125,0,0
2013102709,"0","0","0",66.75,9.225,0.925,0,2.125,0,0
2013102711,"0","0","0",47.75,12.975,1.2,0,2.375,0,0
2013102711,"0","0","0",47.75,12.975,1.2,0,2.375,0,0
2013110814,"0","0","0",26.25,11.825,1.275,0,-5.025,0,0
2013110814,"0","0","0",26.25,11.825,1.275,0,-5.025,0,0
2013110815,"0","0","0",24,11.25,1.375,0,-6.825,0,0
2013110815,"0","0","0",24,11.25,1.375,0,-6.825,0,0
2013110910,"0","1","0",48.25,12.725,1.65,0,1.575,0,0
2013110910,"0","1","0",48.25,12.725,1.65,0,1.575,0,0
2013111014,"0","1","0",33.5,5.425,3.975,0,-7.025,0,0
2013111014,"0","1","0",33.5,5.425,3.975,0,-7.025,0,0
2013111016,"0","1","0",31,5.475,3.325,0,-8.475,0,0
2013111016,"0","1","0",31,5.475,3.325,0,-8.475,0,0
2013111514,"0","0","0",59.75,9.475,1.025,0,4.9,0,0
2013111514,"0","0","0",59.75,9.475,1.025,0,4.9,0,0
2013112211,"0","1","0",48,3.5,2.55,0,-4.6,0,0
2013112211,"0","1","0",48,3.5,2.55,0,-4.6,0,0
2013112917,"0","1","0",49,0.5,1.8,0,-6.8,0,0
2013112917,"0","1","0",49,0.5,1.8,0,-6.8,0,0
2013121512,"0","0","0",31.25,-3.275,2.1,0,-15.9,4.9,1
2013121512,"0","0","0",31.25,-3.275,2.1,0,-15.9,4.9,1
2013122215,"0","1","0",47.25,-0.225,1.825,0,-7.55,0,0
2013122215,"0","1","0",47.25,-0.225,1.825,0,-7.55,0,0
2014010106,"0","0","0",58.5,-0.975,2.575,0,-6.5,0,0
2014011212,"0","1","0",54.75,-0.85,3.875,0,-6.8,0,0
2014020720,"0","0","0",51.25,1.55,3.875,0,-5.45,0,0
2014022510,"0","0","0",67,4.1,1.575,0,-1.525,0,0
2014022510,"0","0","0",67,4.1,1.575,0,-1.525,0,0
2014030911,"1","0","0",69,-0.15,3.825,0,-2.65,0,0
2014030911,"1","0","0",69,-0.15,3.825,0,-2.65,0,0
2014031614,"0","1","0",43.75,14.05,2.35,0,4.725,0,0
2014031614,"0","1","0",43.75,14.05,2.35,0,4.725,0,0
2014032415,"0","1","0",48.75,12.15,2.7,0,3.55,0,0
2014032415,"0","1","0",48.75,12.15,2.7,0,3.55,0,0
2014032814,"0","0","0",35.75,19.7,2.25,0,6.05,0,0
2014032814,"0","0","0",35.75,19.7,2.25,0,6.05,0,0
2014040212,"0","1","0",23.75,19.05,1.35,0,-1.225,0,0
2014040212,"0","1","0",23.75,19.05,1.35,0,-1.225,0,0
2014040619,"1","1","0",45.25,6.05,3.65,0,-1.975,0,0
2014040619,"1","1","0",45.25,6.05,3.65,0,-1.975,0,0
2014040916,"0","0","0",61.5,14.85,1.525,0,8.35,0,0
2014040916,"0","0","0",61.5,14.85,1.525,0,8.35,0,0
2014041416,"0","1","0",35,19.075,3.3,0,5.775,0,0
2014041416,"0","1","0",35,19.075,3.3,0,5.775,0,0
2014042112,"1","0","0",38.75,16.925,2.575,0,4.775,0,0
2014042112,"1","0","0",38.75,16.925,2.575,0,4.775,0,0
2014042112,"1","0","0",38.75,16.925,2.575,0,4.775,0,0
2014042112,"1","0","0",38.75,16.925,2.575,0,4.775,0,0
2014042716,"1","0","0",72,14.2,1.35,0.125,12.175,0,0
2014042716,"1","0","0",72,14.2,1.35,0.125,12.175,0,0
2014042913,"0","1","0",74.5,14.3,2.55,0.125,12.8,0,0
2014042913,"0","1","0",74.5,14.3,2.55,0.125,12.8,0,0
2014051511,"1","0","0",58.25,18.575,3.4,0,12.775,0,0
2014051511,"1","0","0",58.25,18.575,3.4,0,12.775,0,0
2014051614,"0","0","0",27.5,22.675,2.525,0,5.05,0,0
2014051614,"0","0","0",27.5,22.675,2.525,0,5.05,0,0
2014052515,"0","0","0",79,18.45,1.275,0,17.675,0,0
2014052515,"0","0","0",79,18.45,1.275,0,17.675,0,0
2014052615,"1","0","0",38.75,20.325,4.675,0,8.725,0,0
2014061519,"0","0","0",61,21.95,2.325,0,17.15,0,0
2014061519,"0","0","0",61,21.95,2.325,0,17.15,0,0
2014063018,"0","0","0",50.25,25.775,1.75,0,17.85,0,0
2014070418,"0","0","0",45.25,27.325,1.45,0,17.675,0,0
2014070418,"0","0","0",45.25,27.325,1.45,0,17.675,0,0
2014070810,"0","0","0",78.75,22.05,1.1,0.5,21.275,0,0
2014070810,"0","0","0",78.75,22.05,1.1,0.5,21.275,0,0
2014071302,"1","0","0",81.75,20.575,1.3,0.375,19.9,0,0
2014071302,"1","0","0",81.75,20.575,1.3,0.375,19.9,0,0
2014071305,"1","0","0",79.5,21.9,0.525,0.25,18.625,0,0
2014071305,"1","0","0",79.5,21.9,0.525,0.25,18.625,0,0
2014072615,"0","0","0",73,20.725,4.05,0,18.65,0,0
2014072615,"0","0","0",73,20.725,4.05,0,18.65,0,0
2014080810,"0","1","0",61.5,23.3,3.35,0,18.175,0,0
2014080810,"0","1","0",61.5,23.3,3.35,0,18.175,0,0
2014081617,"0","0","0",62.75,26.775,2.275,0,21.825,0,0
2014081617,"0","0","0",62.75,26.775,2.275,0,21.825,0,0
2014082618,"0","1","0",83,24.025,1.675,0,23.175,0,0
2014082618,"0","1","0",83,24.025,1.675,0,23.175,0,0
2014090616,"0","0","0",45.75,27.25,2,0,17.3,0,0
2014090616,"0","0","0",45.75,27.25,2,0,17.3,0,0
2014090710,"0","1","0",71.25,24.025,1.25,0,19.85,0,0
2014090710,"0","1","0",71.25,24.025,1.25,0,19.85,0,0
2014091315,"1","1","0",44.75,24.875,1.25,0,14.55,0,0
2014091315,"1","1","0",44.75,24.875,1.25,0,14.55,0,0
2014091817,"0","1","0",44.75,21.525,0.975,0,12.275,0,0
2014091817,"0","1","0",44.75,21.525,0.975,0,12.275,0,0
2014092117,"0","1","0",43.5,21.8,0.85,0,11.975,0,0
2014092117,"0","1","0",43.5,21.8,0.85,0,11.975,0,0
2014102816,"0","1","0",25.25,14.75,0.9,0,-2.2,0,0
2014102816,"0","1","0",25.25,14.75,0.9,0,-2.2,0,0
2014102923,"1","1","0",60.75,10.575,0.55,0,3,0,0
2014102923,"1","1","0",60.75,10.575,0.55,0,3,0,0
2014110216,"0","0","0",34.75,10.55,5.3,0,-2.425,0,0
2014110216,"0","0","0",34.75,10.55,5.3,0,-2.425,0,0
2014110717,"0","1","0",48.25,10.5,2.125,0,2.825,0,0
2014110717,"0","1","0",48.25,10.5,2.125,0,2.825,0,0
2014110910,"0","1","0",45,8.1,2.275,0,-1.175,0,0
2014110910,"0","1","0",45,8.1,2.275,0,-1.175,0,0
2014111214,"0","1","0",43.25,5.95,3.575,0,-2.375,0,0
2014111214,"0","1","0",43.25,5.95,3.575,0,-2.375,0,0
2014111511,"0","1","0",40,4.1,1.2,0,-6.675,0,0
2014111511,"0","1","0",40,4.1,1.2,0,-6.675,0,0
2014112012,"0","1","0",46.5,9,1.15,0,0.05,0,0
2014112012,"0","1","0",46.5,9,1.15,0,0.05,0,0
2014112312,"0","1","0",81,7.725,1.975,0,5.75,0,0
2014112312,"0","1","0",81,7.725,1.975,0,5.75,0,0
2014112921,"1","0","0",85.75,5.675,2.925,0,5.55,0,0
2014112921,"1","0","0",85.75,5.675,2.925,0,5.55,0,0
2014120612,"0","1","0",35,-5,2.7,0,-15.65,0,0
2014120612,"0","1","0",35,-5,2.7,0,-15.65,0,0
2014121515,"0","1","0",90.25,0.325,3.2,0.375,0.15,0.8,1
2014121515,"0","1","0",90.25,0.325,3.2,0.375,0.15,0.8,1
2015010811,"0","0","0",37.75,-6.35,2.575,0,-16.75,0,0
2015010913,"0","1","0",48,-1.075,2.675,0,-8.825,0,0
2016072414,"0","0","0",76.75,26.6,1.275,0,24.8,0,0
2014063018,"0","1","0",50.25,25.775,1.75,0,17.85,0,0
2016011613,"0","0","0",69.25,0.6,1.25,0,-2.725,0,0
2013021422,"0","0","0",60,-1.125,2.025,0,-5.475,0,0
2013021422,"0","0","0",60,-1.125,2.025,0,-5.475,0,0
2016062916,"0","0","0",55,24.95,2.2,0,18.25,0,0
2016110821,"0","0","0",53.5,-0.525,3.975,0,-6.4,0,0
2017082212,"0","1","0",69.75,26.025,2.05,0,22.85,0,0
2017092911,"0","1","0",31.5,16.55,1.325,0,1.975,0,0
2017100814,"0","0","0",46.25,23.8,1.225,0,15.15,0,0
2017122807,"0","0","0",36.75,-6.825,2.175,0,-17.7,0,0
2018010108,"0","0","0",61.75,-6.85,2.55,0,-11.375,0,0
2018032800,"0","0","0",76.25,9.55,3.225,0,8.025,0,0
2015030116,"1","0","0",53.25,1.9,3.525,0,-3.775,0,0
2015030406,"0","1","0",51.5,-6.575,4.225,0,-12.525,0,0
2015031416,"0","0","0",21.75,7.9,2.35,0,-10.15,0,0
2015032812,"0","1","0",23,11.975,2.575,0,-6.35,0,0
2015040519,"0","1","0",89.25,9.075,1.7,0,9.075,0,0
2015041514,"0","0","0",52,13.275,3.325,0,6,0,0
2015041713,"0","0","0",28,12.725,3.775,0,-2.85,0,0
2015050510,"0","1","0",45.5,13.675,1.65,0,3.45,0,0
2015051018,"0","1","0",31.5,21.05,1.825,0,5.975,0,0
2015052307,"0","1","0",59.75,15.1,2.05,0,7.075,0,0
2015052413,"1","0","0",23,24.125,1.65,0,4.2,0,0
2015053019,"0","0","0",67,17.95,2.175,0,15.125,0,0
2015061414,"1","1","0",49.75,24.725,1.975,0,15.75,0,0
2015062711,"0","1","0",51.25,23.4,1.475,0,15.875,0,0
2015072903,"0","1","0",77,23.725,2.9,0,21.125,0,0
2015080120,"0","0","0",74,25.15,2.125,0,23.375,0,0
2015080814,"0","0","0",82,22.75,5.575,10.875,23.075,0,0
